[0.0:2.0]  DISH
[5590.42:5592.42]  se precisava, eu vou nos hospital com você.
[5592.42:5595.42]  Eu peguei o documento dela e falei, mano, eu vou dar gel,
[5595.42:5597.42]  mais se eu se mostrar, eu fosse você, porque eu fiz a merda,
[5597.42:5600.42]  treina. Agora, eu cumpri com a merda, parceiro.
[5600.42:5602.42]  Mute, dá um lotado, eu com o fode social,
[5602.42:5604.42]  eu tenho fode social, não, eu contava com o bisonro.
[5604.42:5606.42]  Mas, para ser ansioso, para o caralho, eu fui mal agora,
[5606.42:5607.42]  tenho que assumir a merda, porque eu me erdo o fície,
[5607.42:5608.42]  a merda, eu fui minha.
[5608.42:5612.42]  Eu tive que chamar o seguro, chamar-se para chamar o registrado,
[5612.42:5613.42]  eu tinha de ocorrência.
[5613.42:5615.42]  E aí, beleza.
[5615.42:5618.42]  Houtores da noite, chegou o guincho, né?
[5618.42:5622.42]  Poupa, chau carro, taos, o olho tinha de ocorrência, os caralhos,
[5622.42:5623.42]  já tinha feito tudo.
[5623.42:5627.42]  O guincho puxou o carro, o carro deu aquela lavancada,
[5627.42:5630.42]  assim, para caber na rampa, foi caralha, flor.
[5630.42:5639.42]  Cara, tá ligado, mas é a manéria.
[5639.42:5643.42]  Não, não, eu peguei, fui assim, cara, ali, flor,
[5643.42:5646.42]  o carro com a frente, tava vazando o olho, cara.
[5646.42:5649.42]  Obrigado, fumaça, os caralhos.
[5649.42:5654.42]  Eu peguei, fui, pareci, pareci, apareci, eu peguei a flor,
[5654.42:5657.42]  não, não, não, não, abaixou o carro,
[5657.42:5661.42]  eu abri a porta de trás, que eu vou afluir, peguei a florzinho,
[5661.42:5663.42]  boquezinho, falei, se tinha uma feliz dia dos amorados.
[5663.42:5666.42]  Ela ficou de inteiro comigo, três horas da tarde,
[5666.42:5669.42]  tinha uma correndo sangue da rua, porque a perda da mulher brilhou,
[5669.42:5671.42]  ficou em um sonho de sim para baixo, assim.
[5671.42:5674.42]  Foi jornalado mais romântico, eu tive uma vida.
[5674.42:5678.42]  Eu dei a flor naquele esquema, chamei o Uber,
[5678.42:5681.42]  eu falei, pô, tô sem carro, né, que bota, chamei o Uber.
[5681.42:5684.42]  E essa foi a fita, a primeira espéria,
[5684.42:5686.42]  esse cotivo com o carro de acidente, cara.
[5686.42:5688.42]  E o outro, eu acho que eu digo normal, é um...
[5688.42:5692.42]  Mas aí, pô, nesse momento do feliz dia dos amorados,
[5692.42:5695.42]  foi um momento também... Foi lindo. Foi um momento de resolvido, tá bom.
[5695.42:5698.42]  Não, porque não sabia se a menina perde a perda,
[5698.42:5701.42]  se ele amorrer, se ele daria um rageu, tava preocupado.
[5701.42:5703.42]  Eu ainda não tinha nada no teão alado.
[5703.42:5706.42]  Quando você dá acidente, você fica super preocupado,
[5706.42:5708.42]  você não sabe o que vai acontecer.
[5708.42:5710.42]  Você não sabe o que vai acontecer.
[5710.42:5712.42]  Se não sabe se a pessoa vai...
[5712.42:5715.42]  A ascensão de você fudeu uma outra pessoa, é muito ruim, cara.
[5715.42:5717.42]  É um dinheiro inferno, cara.
[5717.42:5719.42]  É tipo assim, é muito mais soado você se fuder,
[5719.42:5721.42]  é muito mais soado que você se fuder,
[5721.42:5723.42]  do que você sentia que você fudeu outra pessoa
[5723.42:5725.42]  e a pessoa não tinha culpa de nada.
[5725.42:5728.42]  Trinado? Você fudeu outra pessoa, culpa é muito grande,
[5728.42:5729.42]  porque não sei se é.
[5729.42:5730.42]  É.
[5731.42:5733.42]  Quer dizer que se fosse assim, não tinha medo como...
[5733.42:5735.42]  Não sei se é.
[5735.42:5738.42]  É, não sei se é, cara, mas eu fiquei fudido de,
[5738.42:5740.42]  tipo assim, três, já sendo no midi, pensando no dia,
[5740.42:5742.42]  eu sou prático de quem é um homem ser humano, entendeu?
[5743.42:5745.42]  É uma merda, cara.
[5745.42:5747.42]  Tipo assim, quando eu perdi meu pé,
[5747.42:5748.42]  foi mais tranquilo.
[5748.42:5751.42]  Por mais que eu sentidor, eu não sentia culpa, sabe?
[5751.42:5754.42]  É uma conta de tempo de carro que é,
[5754.42:5755.42]  eu não diria nada pra cá.
[5755.42:5757.42]  Cara, seis, sete horas, mais ou menos,
[5757.42:5759.42]  seis, sete horas, distrada...
[5759.42:5761.42]  É quase mesmo uma coisa que ir pra Curitiba, então.
[5761.42:5763.42]  Curitiba, é exato, mesma coisa.
[5763.42:5765.42]  Curitiba eu pouco mais.
[5765.42:5768.42]  Eu fui... Eu prefiro viajar de noite, né?
[5768.42:5769.42]  Eu prefiro viajar de noite, né?
[5769.42:5770.42]  Eu também.
[5770.42:5773.42]  Mas mesmo assim, eu não gosto muito de dirigir instrada, cara.
[5773.42:5774.42]  Eu fico com o insano.
[5774.42:5776.42]  É, eu também.
[5776.42:5777.42]  É porque é muito reto.
[5777.42:5779.42]  E aí tu fico o tempo inteiro, mesmo lugar, tipo...
[5779.42:5783.42]  Daqui é 380 quilômetros, tu continua em frente.
[5783.42:5786.42]  É uma coisa que você tem que falar assim, cara,
[5786.42:5788.42]  eu vou ficar quatro horas aqui.
[5788.42:5789.42]  Eu vou ficar aqui, irmão.
[5789.42:5790.42]  Eu vou ficar quatro horas aqui.
[5790.42:5793.42]  E aí eu fico com a sensação de, pô, já acabou ficar aqui.
[5793.42:5795.42]  Eu vou de madrugada, que é um horário que eu ia...
[5795.42:5797.42]  Que eu não ia estar lidando, tipo...
[5797.42:5799.42]  Eu não ia estar funcionando mesmo.
[5799.42:5802.42]  É eu acho que de madrugada é lindo, cara.
[5802.42:5807.42]  Tipo assim, o céu estrelado, ou com nuvem, etc.
[5807.42:5811.42]  As árvores, você vê aquelas luzinhas na frente,
[5811.42:5813.42]  é uma brisa que parece que tá sonhando.
[5813.42:5815.42]  Quando você diga de madrugada na rodovia,
[5815.42:5817.42]  parece que é um sonho.
[5817.42:5818.42]  Eu acho muito lindo, cara.
[5818.42:5819.42]  Tu gógico.
[5819.42:5821.42]  Tu dirigir na maior e bonita.
[5821.42:5822.42]  Tu tove música dirigindo?
[5822.42:5825.42]  Ouço. Hoje eu vim aqui ouvindo jazz.
[5825.42:5827.42]  Eu gosto de viagando ouvindo jazz.
[5827.42:5829.42]  Eu gosto do silêncio.
[5829.42:5832.42]  Quando eu vou dirigir assim, estrada, principalmente tal,
[5832.42:5835.42]  eu geralmente vou em silêncio.
[5835.42:5838.42]  E vou.
[5838.42:5839.42]  Eu sou jazz.
[5839.42:5843.42]  E daí foi sete horas pra vim aqui,
[5843.42:5846.42]  e ontem eu fui direto na paradinha lá, né?
[5846.42:5848.42]  Gulho 9 não pode ser mencionado.
[5848.42:5854.42]  E daí eu cheguei lá e eu fiz a gravação fudido de sono, cara.
[5854.42:5856.42]  Tendi que meia.
[5856.42:5857.42]  Porque por sete horas e indo meu tal,
[5857.42:5858.42]  eu estava sendo dormindo no anterior.
[5858.42:5860.42]  Mas eu prefiro do que vim de avião,
[5860.42:5862.42]  porque eu acho mais...
[5862.42:5866.42]  Eu não sei, cara. Eu acho que é uma bisa, entendeu?
[5866.42:5868.42]  É gostoso, é uma experiência, entendeu?
[5868.42:5870.42]  Tu não se que eu tenho de disponível pelo dirigir de carro,
[5870.42:5872.42]  você tem um oportunidade para o dirigir algo dirigido.
[5872.42:5873.42]  É gostoso, é gostoso.
[5873.42:5875.42]  É gostoso pra cara, mano.
[5875.42:5876.42]  Mesmo aqui em São Paulo.
[5876.42:5877.42]  Você tem carro aqui, São Paulo?
[5877.42:5878.42]  É, é.
[5878.42:5879.42]  Ah, é, eu gosto de Commission.
[5879.42:5880.42]  Eu também...
[5880.42:5882.42]  Eu gosto de dirigir.
[5882.42:5883.42]  É verdade, agora.
[5883.42:5885.42]  São Paulo é uma bosta.
[5885.42:5887.42]  Só que mesmo assim, é bom.
[5887.42:5889.42]  Nossa, mas é uma merda, cara.
[5889.42:5890.42]  Os caras que é diferente.
[5890.42:5893.42]  Ele sai costurando a rodovílio,
[5893.42:5895.42]  ele sai costurando a roupa.
[5895.42:5896.42]  Não dê-no assim não, pessoal.
[5896.42:5897.42]  Espera, está-la sendo...
[5897.42:5899.42]  Ela sai costurando, entendeu? Aqui, São Paulo.
[5899.42:5901.42]  Boa, é, cara.
[5901.42:5902.42]  É.
[5902.42:5904.42]  Tem muito motorboia aqui, né?
[5904.42:5905.42]  Motorboia aqui.
[5905.42:5906.42]  O motor...
[5906.42:5909.42]  As motocicletas ficaram tudo buzina.
[5909.42:5910.42]  Para se india, pô.
[5911.42:5913.42]  O outro dia eu estava pensando sobre isso
[5913.42:5915.42]  aí eu lance do motorboio aqui, porra.
[5915.42:5916.42]  Como é que a gente...
[5916.42:5917.42]  Como é que faz?
[5917.42:5918.42]  Porque assim, é um...
[5918.42:5919.42]  É muito.
[5919.42:5921.42]  Tem muito, tem muito, né, cara.
[5921.42:5923.42]  Pois, esse é maneiro, vocês se estes caras...
[5923.42:5924.42]  É...
[5924.42:5926.42]  Esse porquê que você acha na maioria das vezes
[5926.42:5928.42]  que as pessoas viram motorbois?
[5928.42:5930.42]  Cara, não sei, bicho.
[5930.42:5931.42]  Porque é um trampa pesado.
[5931.42:5933.42]  Só pode ser o sofuco, né?
[5933.42:5937.42]  Cara, eu acho que tem até uma polêmica
[5937.42:5939.42]  que fala daquela brisa de motorbois
[5939.42:5942.42]  estar dizendo assim que faz entrega.
[5942.42:5945.42]  Cara, disse só, eu não não apartamento, né?
[5945.42:5947.42]  Tem gente que acha que tem subindo.
[5947.42:5949.42]  Eu também acho que não, estava louco.
[5949.42:5951.42]  E da mais em São Paulo ou em Outa cidade, assim, porra.
[5951.42:5954.42]  A galera puxa o...
[5954.42:5955.42]  A tua lâmpada porra.
[5955.42:5956.42]  Agora vai roubar...
[5956.42:5957.42]  Tá tua lâmpada da tua moto, entendeu?
[5957.42:5959.42]  Aí desvozou que é o que é o que é o primeiro.
[5959.42:5960.42]  Vai roubar a porta.
[5960.42:5962.42]  Cara, eu acho que você não pode deixar a sua bídeia, entendeu?
[5962.42:5965.42]  Eu acho que porra, como assim, mano?
[5965.42:5968.42]  Então, é uma cultura brasileira, cara.
[5968.42:5970.42]  No Estados Unidos, o pessoal sobe,
[5970.42:5971.42]  e mesmo ele vai até o apartamento, entendeu?
[5971.42:5972.42]  É mesmo.
[5972.42:5974.42]  É até que o aplicativo nos Estados Unidos é Door Dash.
[5974.42:5976.42]  É tipo assim, entregue na sua porta,
[5976.42:5978.42]  tipo, o lembro do aplicativo, entregue na sua porta.
[5978.42:5980.42]  E outros lugares do mundo também.
[5980.42:5983.42]  É uma cultura brasileira de não entregar na porta
[5983.42:5984.42]  e de entregar na porta-rinte, entendeu?
[5984.42:5985.42]  Só que eu acho que é melhor.
[5985.42:5989.42]  É uma outra cultura, outra país,
[5989.42:5991.42]  outras questões e tudo mais.
[5991.42:5994.42]  Eu acho que o motorboi não gosta de deixar estacionar
[5994.42:5998.42]  estacionado na portaria e subir mais pelo perigo mesmo.
[5998.42:6000.42]  É mais pelo perigo que eu observe.
[6000.42:6001.42]  Entendi.
[6001.42:6003.42]  É bom, não reconhecer com ninguém sobre isso daí.
[6003.42:6004.42]  Mas é interessante.
[6004.42:6007.42]  É mais pelo perigo, e porque você ganha por viagem, né?
[6007.42:6008.42]  Então você está surindo.
[6008.42:6009.42]  Você sentiu isso, mano?
[6009.42:6010.42]  Estou aqui em São Paulo, com a cidade de perigosa?
[6010.42:6012.42]  Sinto pra caralho, porra.
[6012.42:6014.42]  Mas assim, no último mesmo, tipo, caralho, aqui,
[6014.42:6015.42]  que eu nunca fico atimo.
[6015.42:6017.42]  No inteiro lugar da agonizante.
[6017.42:6019.42]  Cara, no meu hotel que eu estou ficando aqui
[6019.42:6020.42]  não é um bairro muito ruim,
[6020.42:6023.42]  mas todo mundo chega e facilita o seu armão.
[6024.42:6026.42]  Tipo assim, eu fui na situação de manhã,
[6026.42:6027.42]  deixou o caralho de sessonamento,
[6027.42:6029.42]  eu saí o cara flocional, não deixou o caralho de sessonamento.
[6029.42:6031.42]  Coloque o sessonamento no bolso.
[6031.42:6032.42]  Isso aí não tem outro lugar, cara.
[6032.42:6034.42]  Não tem outro lugar.
[6034.42:6036.42]  Tipo assim, outro lugar do Brasil não tem.
[6036.42:6038.42]  Tipo assim, mano, você tem que ficar sessonando bolso,
[6038.42:6040.42]  você não pode colocar, você não pode buscar,
[6040.42:6041.42]  você tem que colocar o tempo totativo.
[6041.42:6043.42]  Mas eu te falo que é...
[6043.42:6045.42]  Eu não sei se é os bairros que eu fiquei.
[6045.42:6047.42]  Ou se ação palma mesmo, entendeu?
[6047.42:6048.42]  Não é.
[6048.42:6050.42]  Mas a relação de amor e ótico, tem que ser bom.
[6050.42:6052.42]  Isso existe em vários lugares, né, real.
[6052.42:6054.42]  Eu não estou ficado dando um óleo com várias paradas.
[6054.42:6056.42]  Mas é que eu acho que eu estou amando a cidade.
[6056.42:6058.42]  Quanto maior ela vai ser,
[6058.42:6060.42]  mas, tipo, mega oop, ele está ligado, tipo...
[6060.42:6062.42]  Não, não vai or, que estaria anualver, que é assim também, cara.
[6062.42:6064.42]  Os caras vão te roubar, não vão não, assim.
[6064.42:6066.42]  Os caras, tipo, lá, assim, também.
[6066.42:6067.42]  É uma coisa, cara.
[6067.42:6069.42]  Licho, rato, não é uma coisa, cara.
[6069.42:6071.42]  Tipo, não é muito são palma, por são palma.
[6071.42:6073.42]  É o tamanho, a são palma é muito grande.
[6073.42:6075.42]  Então eu estou amando a cidade.
[6075.42:6076.42]  Se uma são palma, eu fui uma cidade
[6076.42:6078.42]  que foi muito grande, eu coitivo assim também.
[6078.42:6080.42]  Coitivo é muito grande, cinco milhões, é metade, né.
[6082.42:6084.42]  Mas eu que vi uma cidade de interior,
[6084.42:6086.42]  é muito diferente ao todo mundo, assim.
[6086.42:6087.42]  Ao todo mundo.
[6087.42:6089.42]  Se vê se você fala que você tem um choque de realidade, assim.
[6089.42:6091.42]  Cara, eu achei que eu fosse...
[6091.42:6093.42]  Eu achei que eu fosse...
[6093.42:6095.42]  Porque eu não gostava muito de morar no rio.
[6095.42:6098.42]  E aí eu gostei muito de morar em Curitiba.
[6098.42:6100.42]  E aí quando eu quando eu mudei pra cavalher putz,
[6100.42:6101.42]  um palma, né, porra.
[6101.42:6102.42]  Eu vou te falar, mané.
[6102.42:6104.42]  Eu não digo, acho que tu não, que é maneiro.
[6104.42:6106.42]  É, depende do ano semórnano.
[6106.42:6109.42]  Dá pra resolver, é, depende do ano sem certeza.
[6109.42:6111.42]  Porque é a hora que pertinho também.
[6111.42:6113.42]  Eu tenho uma experiência boa, né, isso que é verdade.
[6113.42:6115.42]  É legal pra mim, é o orpeiro a trabalho.
[6115.42:6117.42]  Só de tomorar perto do trabalho.
[6117.42:6123.42]  O lance falou, dirigir por 40 minutos pra dirigir o 8 quilômetros.
[6123.42:6125.42]  Então foi, eu falei, eu tipo assim,
[6125.42:6128.42]  eu vi uma galera buzinando putaço assim, rasgando.
[6128.42:6131.42]  Eu já pensei, tipo assim, eu até corsiculco.
[6131.42:6135.42]  Eu percii assim, cara, o cara tá vazando o trampo, cançado.
[6135.42:6138.42]  O cara quer chegar a uma rapa, se o cara quer voar pra casa dele, né.
[6138.42:6140.42]  Cara, não quer ficar trazando o trampo, você quer voar?
[6140.42:6142.42]  Então tá tomando voando, assim, tá tomando voando.
[6142.42:6144.42]  Só que não tem como voar, porque a parada fica travada.
[6144.42:6148.42]  Então fica uma galera que buzinando, senão dá, senão que você não dá, senão dá.
[6148.42:6149.42]  Obrigada.
[6149.42:6151.42]  E a mogulinha do cara, álibos.
[6151.42:6153.42]  Mas sei lá, cara, é uma relação de amor e ódio mesmo.
[6153.42:6156.42]  Acho que São Paulo é muito bacana, tem muito ponto positivo.
[6156.42:6159.42]  Eu acho que vou morar aqui, na realidade, com quase o trampo, tipo assim.
[6159.42:6161.42]  Eu acho que tu é tranquilo com essa ideia.
[6161.42:6162.42]  Ah, beleza, vou morar.
[6162.42:6165.42]  Sim, sim, tipo, é pra não sair de casa, né.
[6165.42:6166.42]  Então pra mim não vai me dar nada aqui.
[6166.42:6168.42]  São Paulo indo do baio, não dá nada.
[6169.42:6170.42]  Eu só vou ficar...
[6170.42:6172.42]  Eu só ver o portamento e as paredes.
[6172.42:6173.42]  Tá.
[6173.42:6177.42]  Pra tu vir morar aqui, tu tem que trazer uma estrutura grande?
[6177.42:6178.42]  É só tu e uma câmera aí.
[6178.42:6179.42]  É só ir.
[6179.42:6180.42]  É, mesmo assim, é...
[6180.42:6181.42]  É, mesmo assim, é...
[6181.42:6182.42]  Pô, mesmo assim, é...
[6182.42:6183.42]  Meu...
[6183.42:6184.42]  Meu...
[6184.42:6185.42]  Meu mesinha, lá...
[6185.42:6186.42]  Meu piscizinho, mas...
[6186.42:6188.42]  Mas acho que daqui o mesmo saindo, porque os caras...
[6188.42:6189.42]  Lá não dimentam a expulsão do portamento.
[6189.42:6190.42]  É mesmo.
[6190.42:6191.42]  Tá bom, manado.
[6191.42:6192.42]  Eu não parguei...
[6192.42:6193.42]  Não, não, não.
[6193.42:6194.42]  Faz pra essa nenhuma, só quietinho.
[6194.42:6195.42]  Só que eu não parguei, ó, guia.
[6196.42:6197.42]  Eu acho ruim.
[6197.42:6198.42]  Oi.
[6198.42:6200.42]  É frescurento, né, cara?
[6200.42:6202.42]  É só porque eu não parguei a lugar charrinho, hein?
[6202.42:6203.42]  É estranho, né?
[6203.42:6204.42]  Esturei pra caramba, cara.
[6204.42:6205.42]  Também não entendi.
[6207.42:6209.42]  E aqui tu vai pagar a lugar, ó, aqui em São Paulo.
[6209.42:6210.42]  Não, tá.
[6210.42:6212.42]  Você já começou a olhar alguma coisa?
[6212.42:6214.42]  Cara, eu preciso mudar o quanto antes,
[6214.42:6219.42]  porque a pessoa realmente mandou uma notificação extrajudicial pra dispulsão, entendeu?
[6219.42:6220.42]  Você vai sair...
[6220.42:6222.42]  Você vai sair, etc.
[6222.42:6223.42]  Eu falei assim, cara, por quê?
[6223.42:6225.42]  Você vai sair por trás da muito legal.
[6225.42:6226.42]  É porque eu esqueço...
[6226.42:6227.42]  Você deu, só...
[6227.42:6228.42]  Eu sou meio...
[6228.42:6230.42]  cabeça de vento, entendeu?
[6230.42:6231.42]  Eu esqueço as paradas.
[6231.42:6232.42]  Eu esqueci de pagar a loguia, mas eu sempre pago...
[6232.42:6233.42]  Não apaga a trás da na...
[6233.42:6234.42]  É isso que ela falou mano.
[6234.42:6237.42]  Pesado, de sacranho e tal, você tá expulso por si, viu?
[6237.42:6238.42]  Tenho porra...
[6240.42:6241.42]  Daí tu decidiu,
[6241.42:6243.42]  e veio de continuar a landrina via a São Paulo, tem que ver.
[6243.42:6244.42]  É, né?
[6244.42:6245.42]  Novo.
[6245.42:6246.42]  Eu já vou ter que islands...
[6246.42:6248.42]  Eu já vou ter que morar a puta casa ou estar portamento.
[6248.42:6249.42]  Vou ficar longe,
[6249.42:6250.42]  eu vou via a São Paulo que já está,
[6250.42:6251.42]  de ele.
[6251.42:6254.86]  Eu não vou vir em pação Paulo que já está direcionado, eu peguei.
